Closing Date,Chevron Corporation (NYSE:CVX),Exxon Mobil Corporation (NYSE:XOM),Microsoft Corporation (NasdaqGS:MSFT),Apple Inc. (NasdaqGS:AAPL),Bank of America Corporation (NYSE:BAC),JPMorgan Chase & Co. (NYSE:JPM),Walmart Inc. (NYSE:WMT),Target Corporation (NYSE:TGT),The Coca-Cola Company (NYSE:KO),"PepsiCo, Inc. (NasdaqGS:PEP)",Johnson & Johnson (NYSE:JNJ),Abbott Laboratories (NYSE:ABT),The Procter & Gamble Company (NYSE:PG),Unilever PLC (LSE:ULVR),The Boeing Company (NYSE:BA),Airbus SE (ENXTPA:AIR),Caterpillar Inc. (NYSE:CAT),Deere & Company (NYSE:DE),Wells Fargo & Company (NYSE:WFC),Citigroup Inc. (NYSE:C),"Meta Platforms, Inc. (NasdaqGS:META)",Alphabet Inc. (NasdaqGS:GOOGL)
2012-10-15,112.82,91.51,29.51,22.67,9.44,42.38,77.15,61.81,38.13,70.34,68.60,72.05,68.71,23.26,72.25,26.635,82.81,83.23,33.90,36.66,19.52,18.52
2012-10-16,114.09,92.38,29.49,23.21,9.46,42.83,76.91,62.90,37.90,70.30,69.55,72.13,69.00,23.42,73.48,26.65,84.96,84.56,33.73,37.25,19.48,18.62
2012-10-17,115.18,93.39,29.59,23.02,9.44,43.32,77.03,63.04,37.74,70.10,71.00,69.04,69.47,23.46,73.63,27,86.63,85.81,34.47,38.43,19.88,18.89
2012-10-18,114.66,93.48,29.50,22.59,9.47,43.01,76.56,62.94,37.84,70.76,72.52,66.64,69.47,23.2,74.26,26.995,86.62,86.86,34.57,38.42,18.98,17.38
2012-10-19,113.38,92.15,28.64,21.78,9.44,42.32,75.62,62.23,37.40,69.88,71.86,66.15,68.57,23.24,74.01,26.795,83.86,84.99,34.34,37.16,19.00,17.04
2012-10-22,112.74,92.19,28.00,22.64,9.55,42.09,75.65,62.21,37.23,69.60,71.78,65.81,68.50,23.09,73.70,26.555,85.08,85.89,34.50,37.72,19.32,16.97
2012-10-23,109.38,90.18,28.05,21.91,9.36,41.33,74.76,62.64,36.61,68.52,70.89,65.36,67.44,22.62,72.82,25.87,83.58,85.03,33.87,36.89,19.50,17.01
2012-10-24,109.71,89.88,27.90,22.03,9.31,41.71,74.82,62.83,36.88,68.40,70.74,65.56,68.08,22.65,72.71,26.6,82.73,84.31,33.72,37.30,23.23,16.93
2012-10-25,110.96,90.43,27.88,21.77,9.24,41.67,75.32,63.12,37.09,68.89,71.14,65.78,70.07,23.1,71.54,26.745,83.53,84.69,34.06,37.41,22.56,16.94
2012-10-26,111.18,90.62,28.21,21.57,9.12,41.16,75.11,63.92,37.04,68.98,70.90,65.48,69.44,23.02,71.11,27.12,84.25,85.47,33.97,36.60,21.94,16.88
2012-10-31,110.24,91.17,28.54,21.26,9.32,41.68,75.02,63.75,37.18,69.24,70.82,65.50,69.24,23.11,70.44,27.41,84.81,85.44,33.69,37.39,21.11,17.01
2012-11-01,111.46,91.60,29.52,21.30,9.74,42.84,73.45,62.94,37.33,69.44,71.50,65.45,69.25,23.26,70.79,27.5,87.65,86.87,34.06,37.95,21.21,17.19
2012-11-02,108.37,90.27,29.50,20.60,9.85,42.42,72.77,62.71,37.08,69.05,70.90,64.96,69.19,23.42,70.05,27.45,85.79,85.60,33.74,37.60,21.18,17.20
2012-11-05,109.19,90.63,29.63,20.88,9.75,42.27,73.14,63.40,36.77,69.00,70.79,65.04,68.67,23.35,70.41,27.22,86.77,85.89,34.02,37.32,21.25,17.07
2012-11-06,110.36,91.61,29.86,20.82,9.94,42.88,73.76,63.39,37.42,69.35,71.01,64.82,68.93,23.53,72.02,27.435,88.08,86.10,34.32,38.47,21.17,17.04
2012-11-07,107.51,88.18,29.08,19.93,9.23,40.48,73.11,62.79,36.72,68.99,70.34,64.52,68.06,23.06,70.11,27.23,85.02,84.13,32.91,36.05,20.47,16.68
2012-11-08,105.87,87.07,28.81,19.21,9.39,40.40,72.48,61.82,36.36,68.79,69.65,63.48,66.91,23.13,70.98,26.1,83.66,83.59,32.35,36.00,19.99,16.31
2012-11-09,105.84,87.21,28.83,19.54,9.43,40.62,72.31,62.02,36.29,68.85,69.87,64.84,67.01,23.14,73.25,26.32,84.95,84.29,32.35,35.93,19.21,16.58
2012-11-12,105.93,87.32,28.22,19.39,9.39,40.58,72.48,61.98,36.08,68.61,69.68,64.87,67.08,23.2,73.69,26.115,85.18,85.68,32.37,36.42,20.07,16.65
2012-11-13,105.28,86.47,27.09,19.39,9.33,40.04,71.81,62.09,36.16,68.58,69.51,64.68,66.85,23.41,73.36,26.185,83.26,85.69,32.02,36.16,19.86,16.48
2012-11-14,102.50,86.07,26.84,19.17,8.99,39.29,71.31,61.38,36.01,68.17,69.27,63.74,66.53,23.36,71.29,25.85,81.10,84.74,31.43,35.02,22.36,16.31
2012-11-15,101.62,86.14,26.66,18.77,9.09,39.39,68.72,62.44,36.43,68.19,69.07,63.20,66.32,23.11,71.04,25.09,81.30,85.39,31.57,35.21,22.17,16.18
2012-11-16,102.40,86.45,26.52,18.85,9.12,39.53,68.03,62.50,36.56,68.31,69.19,62.88,66.82,22.9,70.77,25.17,81.93,85.25,31.94,34.98,23.56,16.18
2012-11-19,104.35,87.67,26.73,20.20,9.49,40.59,69.02,63.01,37.24,68.78,69.25,62.92,67.92,23.34,71.96,25.58,83.62,86.25,32.40,36.10,22.92,16.71
2012-11-20,103.56,87.50,26.71,20.03,9.63,40.70,69.00,63.00,37.25,68.91,69.67,63.08,68.30,23.48,72.54,25.485,83.33,85.99,32.92,36.00,23.10,16.75
2012-11-21,104.10,88.01,26.95,20.06,9.77,40.73,68.89,63.72,37.39,69.31,69.59,63.33,68.47,23.39,73.15,25.405,83.05,82.83,32.59,35.77,24.32,16.65
2012-11-23,105.47,89.09,27.70,20.41,9.90,41.09,70.20,64.48,37.93,70.19,69.56,64.47,69.59,23.75,73.74,24.895,84.16,83.97,33.20,36.03,24.00,16.70
2012-11-26,104.99,88.62,27.39,21.05,9.84,40.88,69.91,62.78,37.36,70.00,69.09,64.36,69.48,23.84,74.27,24.565,84.65,84.46,32.90,35.57,25.94,16.53
2012-11-27,103.38,87.35,27.08,20.89,9.66,40.75,69.50,62.57,37.42,70.11,68.81,64.06,68.99,23.96,74.49,24.385,84.01,84.40,32.63,35.04,26.15,16.77
2012-11-28,105.58,88.10,27.36,20.82,9.76,40.83,70.56,62.81,37.56,70.35,69.29,64.57,69.44,24.07,74.09,24.805,84.94,84.27,32.81,35.07,26.36,17.09
2012-11-29,105.79,88.12,26.95,21.05,9.83,41.22,70.83,62.79,37.97,70.31,69.22,65.08,69.50,24.21,74.12,25.295,86.25,84.86,33.16,35.21,27.32,17.30
2012-11-30,105.69,88.14,26.62,20.90,9.86,41.08,72.02,63.13,37.92,70.21,69.73,65.00,69.83,24.03,74.28,25.89,85.24,84.05,33.01,34.57,28.00,17.46
2012-12-03,104.66,87.61,26.43,20.94,9.80,40.81,71.34,62.30,37.38,69.87,69.65,64.29,69.58,23.96,74.02,26.445,84.49,83.22,32.75,34.22,27.04,17.38
2012-12-04,103.96,87.19,26.37,20.57,9.91,40.57,72.12,61.99,37.15,69.86,69.86,64.39,69.31,24.08,74.05,26.575,84.16,83.50,32.74,34.29,27.46,17.28
2012-12-05,105.17,87.73,26.67,19.24,10.46,41.20,71.65,62.04,37.31,69.71,69.97,64.54,69.41,24.08,73.87,27.23,86.05,84.24,32.98,36.46,27.71,17.20
2012-12-06,106.45,88.00,26.73,19.54,10.46,41.47,71.59,62.20,37.38,70.02,70.05,64.58,69.95,23.93,73.98,29.4,85.95,84.73,33.14,37.02,26.97,17.28
2012-12-07,106.99,88.60,26.46,19.04,10.64,42.56,72.29,62.28,37.71,70.26,70.45,65.53,70.29,24.16,74.64,29.795,86.99,85.43,33.23,37.64,27.49,17.11
2012-12-10,106.96,88.41,26.94,18.92,10.57,42.31,72.15,61.96,37.64,70.21,70.60,65.33,70.22,24.09,75.53,29.66,87.23,85.78,33.05,37.19,27.84,17.14
2012-12-11,107.74,88.99,27.32,19.34,10.51,42.64,70.89,61.43,37.86,70.42,71.10,66.17,70.66,24.13,75.82,29.365,87.33,85.43,33.29,37.00,27.98,17.42
2012-12-12,108.08,89.45,27.24,19.25,10.61,42.77,68.94,60.54,37.64,70.24,70.96,66.01,70.76,24.29,75.47,29.41,87.95,86.25,33.50,37.53,27.58,17.44
2012-12-13,107.91,88.58,27.11,18.92,10.54,42.78,69.04,61.25,37.60,70.21,70.75,65.32,70.13,24.19,74.32,29.24,88.36,85.55,33.26,37.29,28.24,17.57
2012-12-14,107.82,88.08,26.81,18.21,10.58,42.81,68.75,60.50,37.66,70.16,70.69,65.35,69.93,24.28,74.02,28.92,89.00,85.93,33.15,37.60,26.81,17.55
2012-12-17,108.68,88.87,27.10,18.53,11.00,43.48,69.20,61.09,37.50,70.37,70.94,65.20,69.93,24.21,74.65,29.11,89.64,86.37,34.38,39.15,26.75,18.02
2012-12-18,110.10,89.56,27.56,19.07,11.36,43.87,69.50,62.28,37.28,70.53,70.95,65.93,69.97,24.24,75.52,29.865,90.77,86.86,34.96,39.46,27.71,18.03
2012-12-19,109.91,88.44,27.31,18.80,11.19,43.53,68.52,61.52,36.78,69.88,70.63,65.34,69.34,24.25,75.51,30,90.79,86.09,34.62,39.45,27.41,18.00
2012-12-20,110.38,88.89,27.68,18.63,11.52,44.53,69.00,60.36,37.05,70.11,70.75,65.55,69.82,24.2,76.20,29.87,89.50,86.75,35.06,40.17,27.36,18.06
2012-12-21,109.71,87.23,27.45,18.55,11.29,44.00,68.65,59.60,36.89,69.63,70.27,66.05,68.72,24.02,76.17,29.995,87.90,86.19,34.48,39.49,26.26,17.89
2012-12-24,108.63,86.92,27.06,18.58,11.25,43.92,68.57,59.54,36.73,69.43,70.02,65.47,68.52,24.2,75.97,29.76,87.48,86.10,34.42,39.38,26.93,17.74
2012-12-26,108.46,87.07,26.86,18.32,11.54,43.96,67.99,59.21,36.42,68.84,70.17,65.06,68.00,24.2,76.02,29.76,87.67,86.52,34.33,39.55,26.51,17.72
2012-12-27,108.52,86.86,26.96,18.40,11.47,43.63,68.19,58.93,36.42,68.67,70.09,65.05,67.97,23.95,75.83,29.635,87.66,85.94,34.18,39.25,26.05,17.66
2012-12-28,106.45,85.10,26.55,18.20,11.36,43.24,67.61,58.57,35.97,68.02,69.48,64.42,67.15,23.81,74.69,29.395,86.81,84.55,33.91,39.01,25.91,17.50
2012-12-31,108.14,86.55,26.71,19.01,11.61,43.97,68.23,59.17,36.25,68.43,70.10,65.50,67.89,23.66,75.36,29.5,89.61,86.42,34.18,39.56,26.62,17.68
2013-01-02,110.39,88.71,27.62,19.61,12.03,44.66,69.24,58.82,37.60,69.33,70.84,32.05,69.39,23.92,77.07,30.065,93.50,87.99,35.05,41.25,28.00,18.08
2013-01-03,109.92,88.55,27.25,19.36,11.96,44.57,68.80,60.16,37.60,69.36,70.74,33.27,68.95,23.99,77.47,30.2,94.40,87.77,34.76,41.39,27.77,18.09
2013-01-04,110.50,88.96,26.74,18.82,12.11,45.36,69.06,60.58,37.66,69.46,71.55,33.07,69.09,24.15,77.69,30.8,94.92,88.67,34.94,42.43,28.76,18.45
2013-01-07,109.75,87.93,26.69,18.71,12.09,45.41,68.40,61.30,37.30,69.45,71.40,33.34,68.62,23.98,76.13,30.75,95.21,88.60,34.77,42.47,29.42,18.37
2013-01-08,109.26,88.48,26.55,18.76,11.98,45.50,68.59,60.64,37.04,69.66,71.41,33.35,68.51,24.11,74.13,30.925,94.00,87.68,34.71,42.46,29.06,18.33
2013-01-09,109.54,88.14,26.70,18.47,11.43,45.47,68.57,60.18,37.03,70.01,71.73,33.57,68.88,23.93,76.76,32.125,94.44,89.06,34.71,42.04,30.59,18.45
2013-01-10,110.47,89.10,26.46,18.70,11.78,46.15,68.36,60.31,36.96,70.81,72.19,33.85,69.27,23.87,77.09,32.04,95.08,89.91,35.40,42.83,31.30,18.54
2013-01-11,111.73,89.61,26.83,18.58,11.63,46.14,68.63,60.07,36.91,70.88,72.35,33.37,69.22,23.84,75.16,32.295,95.19,89.62,35.10,42.34,31.72,18.50
2013-01-14,112.85,89.58,26.89,17.92,11.47,45.88,68.30,60.39,36.99,71.29,72.56,33.36,69.63,23.78,76.55,32.15,94.63,89.86,34.77,42.22,30.95,18.08
2013-01-15,113.44,89.53,27.21,17.35,11.55,46.35,68.98,61.09,37.32,71.60,72.37,33.02,69.88,24.05,76.94,32.145,95.67,89.73,35.11,42.57,30.10,18.12
2013-01-16,113.97,89.47,27.04,18.07,11.78,46.82,69.21,61.32,37.32,71.48,72.58,32.70,69.34,24.34,74.34,32.435,95.19,89.56,35.09,42.48,29.85,17.88
2013-01-17,114.74,90.20,27.25,17.95,11.28,46.44,68.85,61.46,37.51,72.43,72.90,32.78,69.67,24.2,75.26,33.7,95.70,90.10,35.03,41.24,30.14,17.78
2013-01-18,115.24,90.80,27.25,17.86,11.14,46.46,69.20,61.53,37.70,72.48,73.23,32.74,69.94,24.28,75.04,34.6,97.62,90.96,34.93,41.66,29.66,17.61
2013-01-22,115.91,90.92,27.15,18.03,11.35,46.54,69.58,61.49,37.13,72.20,72.69,32.90,69.95,24.51,74.16,35,97.72,92.66,35.04,41.78,30.73,17.57
2013-01-23,115.01,90.70,27.61,18.36,11.42,46.23,69.49,61.04,37.13,71.81,72.85,32.81,70.69,25.26,74.29,34.755,96.85,92.77,34.95,42.02,30.82,18.54
2013-01-24,115.50,91.35,27.63,16.09,11.53,46.37,69.79,61.86,37.11,72.23,73.10,32.80,70.42,25.27,75.32,34.685,96.60,93.24,35.16,42.80,31.08,18.85
2013-01-25,116.20,91.73,27.88,15.71,11.62,47.16,69.00,61.54,37.05,72.49,73.92,32.79,73.25,25.33,75.03,34.785,95.58,93.47,35.14,42.91,31.54,18.84
2013-01-28,116.04,91.11,27.91,16.07,11.48,46.64,69.35,61.13,37.01,72.61,73.62,33.00,73.77,25.48,74.00,35.735,97.45,93.99,35.11,42.34,32.47,18.77
2013-01-29,117.21,91.76,28.01,16.37,11.49,47.12,69.89,61.34,37.42,72.94,74.41,33.33,75.00,25.59,73.65,35.3,98.60,95.05,35.27,42.16,30.79,18.84
2013-01-30,116.45,90.67,27.85,16.32,11.38,47.13,69.75,60.98,37.50,73.21,74.09,33.22,75.08,25.66,74.59,34.39,98.65,94.94,34.97,41.95,31.24,18.85
2013-01-31,115.15,89.97,27.45,16.27,11.32,47.05,69.95,60.41,37.24,72.85,73.92,33.88,75.16,25.67,73.87,34.605,98.39,94.06,34.83,42.16,30.98,18.89
2013-02-01,116.50,90.04,27.93,16.20,11.71,47.85,70.49,61.15,37.54,72.67,74.18,33.87,75.92,26.03,74.87,35.19,99.49,94.65,35.13,43.02,29.73,19.39
2013-02-04,115.20,89.15,27.44,15.80,11.48,47.68,69.63,60.85,37.35,72.45,74.11,33.50,75.25,25.58,75.21,34.82,98.26,93.15,34.76,42.21,28.11,18.98
2013-02-05,115.81,89.74,27.50,16.35,11.88,48.79,70.77,62.40,38.14,73.15,74.66,33.84,75.70,25.97,75.89,34.935,98.44,93.39,34.85,42.92,28.64,19.14
2013-02-06,115.91,89.79,27.34,16.33,11.93,48.61,71.31,62.69,38.31,72.77,75.39,34.10,76.15,25.45,76.29,34.825,97.70,92.69,34.97,43.05,29.05,19.25
2013-02-07,115.02,88.25,27.28,16.72,11.84,48.23,71.23,62.30,38.91,72.81,75.06,34.39,76.15,25.12,77.43,35.305,96.11,92.17,34.66,42.87,28.65,19.35
2013-02-08,115.64,88.61,27.55,16.96,11.76,48.63,71.48,62.49,38.77,72.60,75.48,34.41,75.75,25.15,76.56,35.045,96.85,92.81,34.88,42.68,28.55,19.63
2013-02-11,115.64,88.28,27.86,17.14,11.86,48.66,71.40,62.67,38.61,72.36,75.41,34.26,75.81,25.2,75.87,34.765,96.60,93.23,35.26,43.15,28.26,19.56
2013-02-12,116.50,88.46,27.88,16.71,12.25,49.14,71.40,62.73,37.56,72.17,75.80,34.30,75.98,25.42,75.99,34.97,97.22,93.97,35.51,44.35,27.37,19.52
2013-02-13,115.53,88.67,28.03,16.68,12.17,48.68,71.39,62.69,37.21,71.50,75.66,34.46,76.56,25.45,74.78,35.175,96.38,90.68,35.13,44.00,27.91,19.57
2013-02-14,115.71,88.52,28.04,16.66,12.13,49.22,70.82,63.09,36.84,72.28,75.81,34.70,76.78,25.83,74.93,34.885,96.07,90.57,35.21,44.32,28.50,19.70
2013-02-15,114.96,88.36,28.01,16.43,12.03,48.88,69.30,61.71,37.42,73.68,76.16,35.08,76.54,25.64,75.03,34.895,95.61,89.75,35.16,43.84,28.32,19.82
2013-02-19,115.92,89.32,28.05,16.43,12.19,49.45,68.76,61.87,37.67,75.50,76.96,34.82,77.38,26.11,74.65,35.76,95.60,90.37,35.14,44.50,28.93,20.17
2013-02-20,114.99,88.97,27.87,16.03,11.80,48.61,69.21,62.65,37.73,75.42,76.65,34.52,77.08,26.52,74.78,36.25,93.22,88.23,35.10,43.22,28.46,19.81
2013-02-21,114.99,88.59,27.49,15.93,11.42,48.25,70.26,63.40,37.71,75.36,76.87,34.26,77.04,26.15,76.01,35.3,91.53,87.06,35.46,42.35,27.28,19.89
2013-02-22,115.96,89.20,27.76,16.10,11.44,48.91,70.40,63.60,38.52,75.57,76.25,34.55,76.99,26.29,76.66,35.89,91.54,87.13,35.82,42.79,27.13,19.99
2013-02-25,113.54,87.70,27.37,15.81,11.03,47.70,70.44,62.89,37.72,75.19,75.57,34.27,75.92,26.27,75.03,35.54,89.16,85.55,34.79,41.15,27.27,19.77
2013-02-26,114.96,88.51,27.37,16.03,11.13,47.60,71.11,64.05,38.11,75.62,75.75,34.06,76.08,25.86,75.65,34.865,89.95,86.50,34.75,41.29,27.39,19.75
2013-02-27,116.65,89.53,27.81,15.88,11.30,49.28,71.66,63.12,38.45,75.48,76.32,34.26,76.75,26.09,77.36,37.14,92.25,87.82,35.13,42.16,26.87,19.99
2013-02-28,117.15,89.55,27.80,15.76,11.23,48.92,70.78,62.96,38.72,75.77,76.11,33.79,76.18,26.28,76.90,39.18,92.37,87.83,35.08,41.97,27.25,20.03
2013-03-01,116.90,89.43,27.95,15.37,11.34,48.91,71.74,64.13,38.70,75.93,76.70,33.60,76.49,26.57,77.28,38.95,91.36,87.89,35.39,42.11,27.78,20.15
2013-03-04,117.49,88.95,28.15,15.00,11.41,49.10,73.26,66.44,38.82,76.60,77.20,34.31,76.68,26.64,77.09,39.9,89.75,87.97,35.85,42.94,27.72,20.54
2013-03-05,117.93,89.61,28.35,15.40,11.55,49.49,73.72,66.68,38.68,76.90,77.66,34.67,77.05,26.87,78.66,39.4,90.21,90.11,35.88,43.60,27.52,20.97
2013-03-06,118.47,89.56,28.09,15.20,11.92,50.03,73.38,66.12,39.02,76.80,77.39,34.27,77.20,26.82,79.08,39.435,89.64,89.27,36.05,44.58,27.45,20.78
2013-03-07,118.56,88.71,28.14,15.38,12.26,50.63,73.32,65.85,39.12,77.14,77.75,34.43,76.90,27.13,81.05,39.99,89.65,89.77,36.42,45.00,28.58,20.81
2013-03-08,118.57,88.97,28.00,15.42,12.07,50.20,73.03,66.35,39.22,77.20,78.19,34.68,77.18,27.44,81.23,40,90.51,90.88,36.50,46.68,27.96,20.79
2013-03-11,118.73,89.16,27.87,15.64,12.15,50.48,72.98,67.34,39.31,76.85,78.44,34.93,77.35,27.5,82.94,40.52,91.18,91.44,37.13,47.60,28.14,20.87
2013-03-12,118.25,89.16,27.91,15.30,12.01,50.28,73.60,67.11,38.96,76.89,78.56,34.98,77.17,27.48,84.16,41.115,89.74,90.85,36.66,46.95,27.83,20.69
2013-03-13,118.36,89.26,27.92,15.30,12.06,50.16,73.65,67.43,38.59,76.95,78.55,35.01,76.80,27.41,84.75,41.8,89.28,91.34,36.77,46.97,27.08,20.63
2013-03-14,120.00,89.83,28.14,15.45,12.11,51.00,73.22,67.34,39.02,77.19,79.10,35.14,77.39,27.48,84.62,41.945,88.70,92.20,36.97,47.46,27.04,20.54
2013-03-15,119.68,89.37,28.04,15.85,12.57,50.02,72.50,66.80,38.83,77.04,79.19,34.14,76.34,27.35,86.43,42.585,88.83,92.24,38.20,47.26,26.65,20.36
2013-03-18,119.13,88.77,28.10,16.28,12.56,49.51,72.25,66.76,38.76,76.68,78.81,33.46,76.16,27.35,85.18,42.05,89.36,91.82,37.76,46.24,26.49,20.19
2013-03-19,119.46,88.58,28.18,16.23,12.71,49.20,72.45,66.46,39.33,76.67,78.86,33.54,77.11,27.53,85.51,41.69,88.27,90.57,37.49,45.79,26.55,20.28
2013-03-20,120.35,88.63,28.32,16.15,12.78,49.12,72.99,68.52,39.87,76.32,79.45,33.81,77.58,27.64,85.37,41.355,86.94,87.74,37.44,46.09,25.86,20.37
2013-03-21,120.34,88.17,28.11,16.17,12.57,48.35,73.13,68.05,40.07,76.15,79.01,33.48,77.21,27.34,84.33,40.64,86.83,86.89,37.14,45.23,25.74,20.28
2013-03-22,121.18,89.29,28.25,16.50,12.56,48.78,74.28,68.42,40.04,78.64,79.74,33.69,77.27,27.54,84.82,41.35,87.48,87.72,37.20,45.23,25.73,20.26
2013-03-25,120.18,89.02,28.16,16.56,12.40,48.52,74.85,68.41,40.12,77.83,79.68,33.80,76.68,27.63,84.85,41.455,86.64,86.88,37.21,44.49,25.13,20.24
2013-03-26,120.98,90.13,28.16,16.47,12.28,48.64,74.77,68.61,40.69,78.92,80.85,34.35,77.40,27.61,86.62,40.925,87.00,87.26,37.30,44.83,25.21,20.31
2013-03-27,120.19,90.58,28.37,16.15,12.23,47.77,74.78,69.05,40.22,78.29,81.27,34.61,77.06,27.5,86.20,39.665,86.90,87.45,36.98,44.46,26.09,20.07
2013-03-28,118.82,90.11,28.61,15.81,12.18,47.46,74.83,68.45,40.44,79.11,81.53,35.32,77.06,27.84,85.85,39.7,86.97,85.98,36.99,44.24,25.58,19.85
2013-04-01,119.61,90.77,28.61,15.32,12.15,47.83,75.43,68.66,40.45,79.10,81.93,35.31,77.70,27.84,85.25,39.7,85.64,85.08,36.93,43.79,25.53,20.03
2013-04-02,119.00,90.58,28.80,15.35,12.15,48.28,76.02,68.83,40.72,79.74,82.69,36.12,78.96,28.31,84.09,41.115,84.88,84.04,36.88,44.11,25.42,20.33
2013-04-03,117.78,89.93,28.56,15.43,11.81,46.85,76.00,67.98,40.17,78.96,82.07,36.32,78.12,28.19,84.36,40.335,84.12,84.80,36.67,42.50,26.25,20.16
2013-04-04,118.07,89.77,28.60,15.28,11.94,47.49,76.20,68.79,40.54,79.53,82.41,36.65,78.54,27.6,84.95,39.25,84.63,85.69,37.42,42.77,27.07,19.88
2013-04-05,117.52,89.01,28.70,15.11,11.97,47.91,76.39,68.85,40.08,78.59,82.04,36.31,78.23,27.25,86.17,38.28,84.60,85.68,37.15,43.01,27.39,19.58
2013-04-08,117.81,88.60,28.59,15.22,12.21,48.58,77.29,69.26,40.86,79.50,81.11,36.55,78.79,27.45,86.75,38.71,84.19,86.48,37.02,43.56,26.85,19.37
2013-04-09,118.64,88.77,29.61,15.25,12.25,48.68,78.12,68.92,40.71,79.21,81.52,36.66,78.26,27.33,87.21,37.6,85.90,86.68,37.45,43.89,26.59,19.44
2013-04-10,119.64,88.68,30.28,15.56,12.32,49.25,77.37,68.86,41.07,80.06,82.02,37.10,79.24,27.78,87.82,38.475,86.57,87.10,37.57,45.06,27.57,19.75
2013-04-11,120.95,89.22,28.94,15.51,12.27,49.31,77.79,69.12,41.18,79.96,82.32,37.27,79.67,27.92,88.53,38.38,85.70,87.58,37.51,44.87,28.02,19.76
2013-04-12,119.94,88.99,28.79,15.35,12.17,49.01,78.56,69.49,41.08,79.99,82.74,37.13,80.08,27.92,88.89,37.655,85.05,86.14,37.21,44.78,27.40,19.75
2013-04-15,116.57,86.49,28.69,14.99,11.98,47.93,78.47,68.48,40.09,78.92,81.71,36.13,79.65,28.05,86.77,37.505,82.27,82.95,36.57,44.87,26.52,19.55
2013-04-16,117.01,86.61,28.97,15.22,12.28,48.49,78.68,68.38,42.37,80.00,83.44,36.40,80.10,27.77,86.89,37.195,82.61,83.18,37.06,46.66,26.92,19.83
2013-04-17,114.81,86.08,28.83,14.39,11.70,46.79,78.51,68.76,42.55,78.85,83.90,37.28,79.06,27.6,86.69,39,81.47,82.56,36.56,45.74,26.63,19.56
2013-04-18,115.59,86.62,28.79,14.00,11.44,46.64,77.16,68.29,42.10,81.25,83.18,36.88,79.87,27.61,86.12,38.795,80.46,82.57,36.27,45.09,25.69,19.15
2013-04-19,115.90,87.45,29.77,13.95,11.66,47.23,78.29,69.04,42.66,82.77,84.49,37.20,81.43,27.76,87.96,39.93,80.43,83.46,36.69,45.03,25.73,20.00
2013-04-22,116.57,88.09,30.83,14.24,11.72,47.35,77.97,69.10,42.72,83.38,84.83,36.89,81.40,27.64,86.94,39.395,82.71,83.82,36.73,45.15,25.97,20.00
2013-04-23,117.48,89.30,30.60,14.50,12.07,48.17,79.09,69.69,42.70,84.10,85.45,37.21,82.54,28.28,88.18,40.615,84.10,84.78,37.13,46.46,25.98,20.20
2013-04-24,118.28,89.43,31.76,14.48,12.31,48.72,78.03,69.71,42.15,82.34,84.39,36.52,77.12,28.45,90.83,40.91,83.78,85.12,37.34,47.12,26.11,20.34
2013-04-25,118.51,88.07,31.94,14.59,12.44,49.00,78.65,70.67,42.35,82.82,85.22,36.49,76.58,27.6,91.67,40.65,84.51,86.03,37.64,47.11,26.14,20.23
2013-04-26,120.04,88.00,31.79,14.90,12.42,48.88,79.04,70.52,42.10,82.51,85.12,36.46,77.10,27.67,92.85,40,84.68,85.49,37.88,46.92,26.85,20.04
2013-04-29,121.32,88.21,32.61,15.36,12.38,48.92,78.39,70.64,42.24,82.65,85.58,36.73,77.68,28.05,91.90,39.865,84.80,88.83,37.88,46.82,26.98,20.48
2013-04-30,122.01,88.99,33.10,15.81,12.31,49.01,77.72,70.56,42.33,82.47,85.23,36.92,76.77,27.86,91.41,40.105,84.67,89.30,37.98,46.66,27.77,20.61
2013-05-01,120.27,87.51,32.72,15.69,12.14,48.01,78.06,70.54,42.21,82.21,84.23,36.89,76.99,27.95,91.18,40.105,83.08,87.77,37.46,45.87,27.43,20.51
2013-05-02,122.04,88.63,33.16,15.91,12.19,48.08,78.46,69.19,41.96,82.56,85.16,37.06,77.76,27.78,92.21,40.355,84.26,89.54,37.41,46.54,28.97,20.74
2013-05-03,123.49,90.02,33.49,16.07,12.24,47.57,79.25,70.50,42.24,82.83,85.75,36.80,78.19,27.92,93.74,40.85,86.98,90.54,37.74,46.97,28.31,21.14
2013-05-06,123.25,90.58,33.75,16.45,12.88,48.18,78.83,70.03,42.08,82.50,84.68,35.85,77.75,27.92,94.19,40.725,87.59,91.13,37.90,47.48,27.57,21.54
2013-05-07,123.04,91.15,33.31,16.38,12.90,49.14,78.83,70.55,42.70,83.34,85.53,36.06,77.94,28,94.79,40.725,89.79,91.73,38.40,48.11,26.89,21.43
2013-05-08,123.36,91.70,32.99,16.57,13.02,49.76,78.25,69.80,42.46,83.25,85.46,36.29,78.44,27.74,94.04,41.25,90.31,92.35,38.45,49.29,27.12,21.84
2013-05-09,123.64,91.03,32.66,16.31,12.91,49.04,78.40,69.48,42.12,82.85,85.15,36.18,78.21,27.58,94.61,41.335,89.95,92.19,37.89,48.60,27.04,21.79
2013-05-10,123.23,90.14,32.69,16.18,13.02,48.96,78.89,69.74,42.15,83.00,85.76,36.17,78.76,27.74,94.24,41.51,88.62,92.30,38.03,48.75,26.68,22.01
